mean,std,max_value,min_value,kurt,skewness,se_if_1,se_if_2,se_if_3,se_ae_1,se_ae_2,se_ae_3
-0.017411525229403382,0.08832505882917123,0.9983522048974,-0.9982560792389493,37.05077578172191,-0.23160840085399825,0.12119385096955529,0.09201156943220244,0.08090209277249137,0.0005069950862388198,0.015560418422435036,0.007802361864555546
0.12849075636875734,0.12089169524383335,0.983884133810765,-0.9949430313205234,7.036772229898894,-0.08040591042964292,0.0808214546924947,0.17138559194787062,0.14812256963224765,0.050457248492462595,0.028321878676970995,0.02011054688324425
-0.0595420109174364,0.12096985217247384,0.993243708229434,-0.9967933583002725,14.158026371709479,-0.010233751134880623,0.15105161948361506,0.1285528406680178,0.12852863315610102,0.020867039908926077,0.013009742008918718,0.009994469008938541
0.09674455414806454,0.14215065523626344,0.992719864873048,-0.9917098759143108,12.568548380954978,-0.19168408655729932,0.599090871169223,0.22764855534415984,0.14805877445264373,0.02106644052210174,0.009471574582012818,0.005608717822783391
-0.0036058829014348408,0.14737480506697134,0.9908555637597793,-0.9888300403328316,7.978287859550633,0.22473443407599533,0.4830339074362479,0.26778921681514173,0.10854666746675201,0.05037686416046135,0.0200030566929574,0.010379196003919665
0.11161554192634181,0.12098956428508968,0.9938653854114369,-0.9936641332623671,13.38019741377478,-0.09829757572304229,0.59943257516695,0.2182894951827643,0.1446987251288125,0.022735066637860516,0.011320448269921542,0.00835690257191952
-0.06767460783324432,0.14827206419078584,0.9945640066362147,-0.9847901626408088,7.542786396086305,0.11821907231723822,0.37839063377041027,0.26148235860899344,0.13900783213395004,0.01815339691792361,0.028494135524168934,0.0046349140074536015
0.13778867635514663,0.17297094962087436,1.0069874173200486,-0.9496431972734963,4.793116096343608,-0.12276318979002715,0.9216383770172435,0.33219993579789253,0.17192786262877796,0.0744786759690495,0.030229287597435685,0.01629444504754837
-0.001352056395459456,0.18596466829876573,0.9898978262697646,-0.9961414465060385,4.643776106982897,-0.18655409023667477,0.43768509863768496,0.18530733801707452,0.1066991456043575,0.02211770806690089,0.020415668266599258,0.010007677299147274
-0.005219030507482366,0.13951943561664967,0.9959957017427361,-0.990707749347161,9.134612107899825,0.10242714074491768,0.14675279663356483,0.13801257948108026,0.07915067049272283,0.007143308643238723,0.011966896245349912,0.01445513228985707
-0.0004250496399387276,0.1672421798451625,0.9210777306437237,-0.8663217580442469,3.23359254004185,0.06837854408694106,0.3269834634558302,0.2676921214430741,0.14056616703219338,0.08271959056718156,0.04753683365272155,0.03333759753707785
0.019444108416152975,0.13734017884235575,0.9978120809042921,-0.9967425835761738,10.114357627672275,0.10110176086429246,0.14355145180164458,0.14825020069831896,0.10738809564474223,0.009185774929674418,0.011916652719299033,0.00977818174618908
-0.08555609137465998,0.0928096885870203,0.9849548061453116,-1.0003345969744981,31.004249402712702,0.33581968109193483,0.25244495179076937,0.21783333029494598,0.0796767493113052,0.004224076323547937,0.004122882955323539,0.013483591124525329
-0.01852962106252403,0.16536168742246327,0.9408923970496423,-0.9587990268253714,4.4663757417948435,-0.045945473908448206,0.6249204450389092,0.3749323278360181,0.2137048699133239,0.017301812990460713,0.023548015608246688,0.021281815632991478
0.16650090433656153,0.11341637878627354,0.9951988721602057,-1.0010230809880987,17.328442476270773,-0.4963252736108381,0.29965717167915074,0.25713271340326543,0.1531972456154406,0.002195757040651785,0.003194876913927611,0.0064145544791694275
0.02650617057553836,0.1250213985058399,0.946443977369433,-0.991406257006944,9.814237908728865,-0.1579009145532926,0.3908745289179592,0.21957987073741336,0.1008928283123179,0.012536949267083632,0.013574313345273616,0.008467821338494717
-0.12823825223069124,0.21223353411706292,1.019373399628576,-0.9011358168744804,1.6724472263179404,0.28593529766951714,0.7587352934325576,0.38087952095974487,0.20455551183082518,0.01512628542534995,0.06029713326792295,0.05669610256192924
-0.013972354106991065,0.134763928411452,0.9729232257045837,-0.9758127028093111,10.366266782312424,0.5465277558798044,0.39373678826936104,0.242225522919893,0.10277764429284343,0.008399992069937395,0.004081110184245008,0.005515705513263969
